,item1,item2,correlation,class
1091,輪調,品質,-0.02215236779871565,變化性
1092,外派,品質,-0.023613955847035215,變化性
1093,出差,品質,-0.02040944183374251,變化性
1094,馬力,品質,0.07319420842279992,產品與服務
1095,外觀,品質,-0.01694919328352513,產品與服務
1096,安全,品質,-0.018440139881976493,產品與服務
1097,配備,品質,-0.02880535137177746,產品與服務
1098,價錢,品質,-0.012321476741581626,產品與服務
1099,科技,品質,0.03462470052527104,產品與服務
1100,品質,品質,1.0,產品與服務
1101,折舊,品質,-0.008702715920924009,產品與服務
1102,空間,品質,-0.023183472868866562,產品與服務
1103,保養,品質,-0.025074660291126392,產品與服務
1104,尺寸,品質,-0.0186829950172398,產品與服務
1105,車種,品質,0.1836273059314964,產品與服務
1106,變速箱,品質,-0.008702715920924036,產品與服務
1107,電資,品質,0.06299779613918513,科系專業
1108,機械,品質,-0.020197538539632895,科系專業
1109,製造,品質,0.0955733680316462,科系專業
1110,品管,品質,0.7785571142284573,科系專業
1111,多元性,品質,0.0052663875970209,公司文化與價值
1112,企業社會責任,品質,-0.008702715920923995,公司文化與價值
1113,企業永續目標,品質,-0.008702715920924064,公司文化與價值
1114,面試,品質,-0.0018378079356288722,招募資訊
1115,徵才,品質,0.02920332922076457,招募資訊
1116,實習,品質,0.013398006323947761,招募資訊
1117,工作,品質,-0.01400858216221187,招募資訊
1118,離職,品質,0.00023742690138865336,招募資訊
1119,轉職,品質,0.09618660181188377,招募資訊
1120,新鮮人,品質,-0.04024951727095364,招募資訊
1121,畢業,品質,-0.03470556885018712,招募資訊
1122,出路,品質,-0.043810590187472936,招募資訊
1123,能力,品質,0.04086391327147614,招募資訊
1124,招募人員,品質,0.002359558060469271,招募人員
1125,正向,品質,0.048254252780697116,情緒
1126,負向,品質,0.07387523717292564,情緒
1127,成就感,折舊,-0.007900984591976789,成長價值
1128,學習成長,折舊,0.09795953425333909,成長價值
1129,創新,折舊,-0.0037099494625315145,成長價值
1130,薪資,折舊,-0.01744941498191432,經濟報酬
1131,福利,折舊,-0.017813180440729527,經濟報酬
1132,管理制度,折舊,0.15484152144972815,經濟報酬
1133,工作氛圍,折舊,-0.021185555048546065,人際價值
1134,同事互動,折舊,0.09399350944232981,人際價值
1135,主管風格,折舊,-0.04242693724411381,人際價值
1136,工作地點,折舊,-0.01223667438675907,組織安全與安定
1137,公司規模,折舊,-0.008129895289686669,組織安全與安定
1138,工作環境,折舊,-0.021729079981507086,組織安全與安定
1139,產業前景,折舊,-0.011410329483298197,組織安全與安定
1140,輪調,折舊,-0.005772005772005759,變化性
1141,外派,折舊,-0.006152836152209383,變化性
1142,出差,折舊,-0.005317870177047571,變化性
1143,馬力,折舊,0.17349239357353122,產品與服務
1144,外觀,折舊,-0.004416270186206525,產品與服務
1145,安全,折舊,-0.004804750210112197,產品與服務
1146,配備,折舊,-0.007505502612329944,產品與服務
1147,價錢,折舊,-0.0032104755355392397,產品與服務
1148,科技,折舊,-0.0061981751264455175,產品與服務
1149,品質,折舊,-0.008702715920924009,產品與服務
1150,折舊,折舊,1.0,產品與服務
1151,空間,折舊,-0.00604066980243956,產品與服務
1152,保養,折舊,0.6122763162174433,產品與服務
1153,尺寸,折舊,-0.004868028377721095,產品與服務
1154,車種,折舊,-0.0022675736961451057,產品與服務
1155,變速箱,折舊,-0.0022675736961451183,產品與服務
1156,電資,折舊,-0.01170658107044163,科系專業
1157,機械,折舊,-0.005262656799957478,科系專業
1158,製造,折舊,0.0458055241579753,科系專業
1159,品管,折舊,-0.008702715920924003,科系專業
1160,多元性,折舊,-0.008410296941453862,公司文化與價值
1161,企業社會責任,折舊,-0.0022675736961451174,公司文化與價值
1162,企業永續目標,折舊,-0.0022675736961451113,公司文化與價值
1163,面試,折舊,0.11765429113087698,招募資訊
1164,徵才,折舊,0.02411892111120857,招募資訊
1165,實習,折舊,0.006589391214860399,招募資訊
1166,工作,折舊,0.16753922911313998,招募資訊
1167,離職,折舊,-0.013610033956339009,招募資訊
1168,轉職,折舊,-0.003936489274677089,招募資訊
1169,新鮮人,折舊,-0.010487386636017199,招募資訊
1170,畢業,折舊,-0.00904285923492282,招募資訊
1171,出路,折舊,-0.011415257354644303,招募資訊
1172,能力,折舊,-0.03045456318837313,招募資訊
1173,招募人員,折舊,0.061522883449761506,招募人員
1174,正向,折舊,0.016151529036682506,情緒
1175,負向,折舊,0.1740833257496227,情緒
1176,成就感,空間,0.06755313412913967,成長價值
1177,學習成長,空間,0.005670714264356125,成長價值
1178,創新,空間,-0.00988306564191899,成長價值
1179,薪資,空間,0.10360826054487954,經濟報酬
1180,福利,空間,0.004207669506586291,經濟報酬
1181,管理制度,空間,0.10090925861571884,經濟報酬
1182,工作氛圍,空間,-0.0044137343352205856,人際價值
1183,同事互動,空間,-0.04513084886669352,人際價值
1184,主管風格,空間,0.0579671045181527,人際價值
1185,工作地點,空間,0.048120428852197736,組織安全與安定
1186,公司規模,空間,-0.021657515721272273,組織安全與安定
1187,工作環境,空間,0.17541401338928891,組織安全與安定
1188,產業前景,空間,0.0015921913564245216,組織安全與安定
1189,輪調,空間,-0.015376250406209872,變化性
1190,外派,空間,-0.01639075793090826,變化性
1191,出差,空間,0.24140808590526502,變化性
1192,馬力,空間,0.1104513720371659,產品與服務
1193,外觀,空間,-0.011764658409375166,產品與服務
1194,安全,空間,-0.012799544090598034,產品與服務
1195,配備,空間,0.14833772882592378,產品與服務
1196,價錢,空間,-0.008552499374980385,產品與服務
1197,科技,空間,-0.016511538028599067,產品與服務
1198,品質,空間,-0.02318347286886656,產品與服務
1199,折舊,空間,-0.00604066980243956,產品與服務
1200,空間,空間,1.0,產品與服務
1201,保養,空間,-0.017404652134267957,產品與服務
1202,尺寸,空間,0.08938735059890032,產品與服務
1203,車種,空間,-0.006040669802439605,產品與服務
1204,變速箱,空間,-0.006040669802439577,產品與服務
1205,電資,空間,0.05442948275044258,科系專業
1206,機械,空間,0.20728651250494062,科系專業
1207,製造,空間,-0.03707482160226382,科系專業
1208,品管,空間,-0.023183472868866555,科系專業
1209,多元性,空間,0.05205253134793136,公司文化與價值
1210,企業社會責任,空間,-0.006040669802439567,公司文化與價值
1211,企業永續目標,空間,-0.00604066980243952,公司文化與價值
1212,面試,空間,-0.005022064275201225,招募資訊
1213,徵才,空間,0.010397167711949769,招募資訊
1214,實習,空間,-0.04140328519540828,招募資訊
1215,工作,空間,0.07121812994588753,招募資訊
1216,離職,空間,0.015773823495032542,招募資訊
1217,轉職,空間,-0.010486553063123656,招募資訊
1218,新鮮人,空間,-0.027937720333585714,招募資訊
1219,畢業,空間,-0.024089592678276577,招募資訊
1220,出路,空間,0.024451726818037218,招募資訊
1221,能力,空間,0.026408945530631566,招募資訊
1222,招募人員,空間,0.0426473527818371,招募人員
1223,正向,空間,0.049835713226588294,情緒
1224,負向,空間,0.11139920951678908,情緒
1225,成就感,保養,0.025149546355619806,成長價值
1226,學習成長,保養,0.15673993258494628,成長價值
1227,創新,保養,-0.010689274855745078,成長價值
1228,薪資,保養,-0.005182676902544123,經濟報酬
1229,福利,保養,0.06042596306508231,經濟報酬
1230,管理制度,保養,0.07793762433288397,經濟報酬
1231,工作氛圍,保養,0.05149321545558049,人際價值
1232,同事互動,保養,0.04251068405157595,人際價值
1233,主管風格,保養,-0.02977332900917314,人際價值
1234,工作地點,保養,-0.013431185484057853,組織安全與安定
1235,公司規模,保養,-0.023424223477316288,組織安全與安定
1236,工作環境,保養,-0.006533436301100879,組織安全與安定
1237,產業前景,保養,0.10551617457232747,組織安全與安定
1238,輪調,保養,-0.01663056513007471,變化性
1239,外派,保養,0.01958503224846906,變化性
1240,出差,保養,-0.015322089032135175,變化性
1241,馬力,保養,0.12926537358012605,產品與服務
1242,外觀,保養,-0.012724358197963467,產品與服務
1243,安全,保養,-0.013843664483246728,產品與服務
1244,配備,保養,0.0694065780532357,產品與服務
1245,價錢,保養,-0.009250167896790526,產品與服務
1246,科技,保養,-0.01785846362591917,產品與服務
1247,品質,保養,-0.025074660291126392,產品與服務
1248,折舊,保養,0.6122763162174433,產品與服務
1249,空間,保養,-0.017404652134267957,產品與服務
1250,保養,保養,0.9999999999999999,產品與服務
1251,尺寸,保養,-0.014025984413146194,產品與服務
1252,車種,保養,-0.006533436301100836,產品與服務
1253,變速箱,保養,0.1997364812050818,產品與服務
1254,電資,保養,-0.033729532961784645,科系專業
1255,機械,保養,0.044676713349589656,科系專業
1256,製造,保養,0.009065420925781558,科系專業
1257,品管,保養,-0.025074660291126358,科系專業
1258,多元性,保養,0.016033288658042096,公司文化與價值
1259,企業社會責任,保養,-0.006533436301100909,公司文化與價值
1260,企業永續目標,保養,-0.00653343630110082,公司文化與價值
1261,面試,保養,0.07814139857416794,招募資訊
1262,徵才,保養,0.011245314705076542,招募資訊
1263,實習,保養,0.04449221460563962,招募資訊
1264,工作,保養,0.09304196831438781,招募資訊
1265,離職,保養,-0.03921384785011572,招募資訊
1266,轉職,保養,-0.011341991649396475,招募資訊
1267,新鮮人,保養,0.0005569904994503284,招募資訊
1268,畢業,保養,-0.02605469665291474,招募資訊
1269,出路,保養,0.026446371816755694,招募資訊
1270,能力,保養,-0.019018244530708023,招募資訊
1271,招募人員,保養,0.08083883213543175,招募人員
1272,正向,保養,0.05390105212411134,情緒
1273,負向,保養,0.12915214572600203,情緒
1274,成就感,尺寸,0.04551426473034144,成長價值
1275,學習成長,尺寸,-0.01880848343303512,成長價值
1276,創新,尺寸,-0.007964521415209938,成長價值
1277,薪資,尺寸,0.056616306105379904,經濟報酬
1278,福利,尺寸,0.016400921642971175,經濟報酬
1279,管理制度,尺寸,-0.009352361532251547,經濟報酬
1280,工作氛圍,尺寸,0.10125367844037758,人際價值
1281,同事互動,尺寸,0.14224652339519775,人際價值
1282,主管風格,尺寸,0.010452052376271085,人際價值
1283,工作地點,尺寸,0.059106822457907306,組織安全與安定
1284,公司規模,尺寸,-0.017453263391340564,組織安全與安定
1285,工作環境,尺寸,0.06302442564748564,組織安全與安定
1286,產業前景,尺寸,0.08828658976406613,組織安全與安定
1287,輪調,尺寸,-0.012391344961471892,變化性
1288,外派,尺寸,0.03544391337738429,變化性
1289,出差,尺寸,-0.011416406432528697,變化性
1290,馬力,尺寸,0.10577149162487329,產品與服務
1291,外觀,尺寸,0.06535015228186833,產品與服務
1292,安全,尺寸,-0.010314840223473298,產品與服務
1293,配備,尺寸,-0.01611281687029396,產品與服務
1294,價錢,尺寸,-0.006892250531726109,產品與服務
1295,科技,尺寸,-0.013306245550879144,產品與服務
1296,品質,尺寸,-0.0186829950172398,產品與服務
1297,折舊,尺寸,-0.004868028377721095,產品與服務
1298,空間,尺寸,0.08938735059890032,產品與服務
1299,保養,尺寸,-0.014025984413146193,產品與服務
1300,尺寸,尺寸,0.9999999999999999,產品與服務
1301,車種,尺寸,-0.00486802837772108,產品與服務
1302,變速箱,尺寸,-0.004868028377721108,產品與服務
1303,電資,尺寸,0.06542435626839314,科系專業
1304,機械,尺寸,0.14475401480418548,科系專業
1305,製造,尺寸,0.018202187338504847,科系專業
1306,品管,尺寸,-0.018682995017239783,科系專業
1307,多元性,尺寸,-0.018055229801641787,公司文化與價值
1308,企業社會責任,尺寸,-0.004868028377721091,公司文化與價值
1309,企業永續目標,尺寸,-0.004868028377721077,公司文化與價值
1310,面試,尺寸,0.0808663360339692,招募資訊
1311,徵才,尺寸,0.026462027279504443,招募資訊
1312,實習,尺寸,-0.0024830935046614667,招募資訊
1313,工作,尺寸,0.11605920512747847,招募資訊
1314,離職,尺寸,-0.02921802790085184,招募資訊
1315,轉職,尺寸,-0.00845085720049574,招募資訊
1316,新鮮人,尺寸,-0.022514327026748732,招募資訊
1317,畢業,尺寸,0.03421579118856728,招募資訊
1318,出路,尺寸,-0.024506280362956316,招募資訊
1319,能力,尺寸,0.03802388543668997,招募資訊
1320,招募人員,尺寸,0.03149466975564262,招募人員
1321,正向,尺寸,0.020270015927547676,情緒
1322,負向,尺寸,0.10616041823033041,情緒
1323,成就感,車種,-0.007900984591976804,成長價值
1324,學習成長,車種,-0.024006984450818364,成長價值
1325,創新,車種,-0.0037099494625314994,成長價值
1326,薪資,車種,-0.017449414981914366,經濟報酬
1327,福利,車種,-0.017813180440729597,經濟報酬
1328,管理制度,車種,-0.027098981379106334,經濟報酬
1329,工作氛圍,車種,-0.021185555048546006,人際價值
1330,同事互動,車種,0.038526044591182564,人際價值
1331,主管風格,車種,-0.042426937244114074,人際價值
1332,工作地點,車種,-0.012236674386759112,組織安全與安定
1333,公司規模,車種,-0.008129895289686802,組織安全與安定
1334,工作環境,車種,-0.021729079981507,組織安全與安定
1335,產業前景,車種,-0.01141032948329823,組織安全與安定
1336,輪調,車種,-0.005772005772005738,變化性
1337,外派,車種,-0.0061528361522094,變化性
1338,出差,車種,-0.005317870177047522,變化性
1339,馬力,車種,-0.005973628357359792,產品與服務
1340,外觀,車種,-0.004416270186206555,產品與服務
1341,安全,車種,-0.004804750210112265,產品與服務
1342,配備,車種,-0.007505502612329952,產品與服務
1343,價錢,車種,-0.0032104755355392397,產品與服務
1344,科技,車種,-0.00619817512644555,產品與服務
1345,品質,車種,0.1836273059314964,產品與服務
1346,折舊,車種,-0.0022675736961451057,產品與服務
1347,空間,車種,-0.0060406698024396055,產品與服務
1348,保養,車種,-0.006533436301100835,產品與服務
1349,尺寸,車種,-0.004868028377721081,產品與服務
1350,車種,車種,0.9999999999999999,產品與服務
1351,變速箱,車種,-0.0022675736961451144,產品與服務
1352,電資,車種,-0.011706581070441646,科系專業
1353,機械,車種,-0.005262656799957467,科系專業
1354,製造,車種,-0.013917312649768266,科系專業
1355,品管,車種,0.18362730593149637,科系專業
1356,多元性,車種,-0.008410296941453876,公司文化與價值
1357,企業社會責任,車種,-0.0022675736961451035,公司文化與價值
1358,企業永續目標,車種,-0.0022675736961451035,公司文化與價值
1359,面試,車種,-0.05462321798362021,招募資訊
1360,徵才,車種,0.024118921111208717,招募資訊
1361,實習,車種,-0.024394767476291594,招募資訊
1362,工作,車種,-0.014025175396861878,招募資訊
1363,離職,車種,-0.013610033956339048,招募資訊
1364,轉職,車種,-0.003936489274677071,招募資訊
1365,新鮮人,車種,-0.010487386636017195,招募資訊
1366,畢業,車種,-0.009042859234922805,招募資訊
1367,出路,車種,-0.011415257354644374,招募資訊
1368,能力,車種,-0.004765790422607953,招募資訊
1369,招募人員,車種,-0.05092280015379887,招募人員
1370,正向,車種,-0.01963281098443884,情緒
1371,負向,車種,-0.005931970753044532,情緒
1372,成就感,變速箱,-0.007900984591976759,成長價值
1373,學習成長,變速箱,0.28090931230957705,成長價值
1374,創新,變速箱,-0.00370994946253152,成長價值
1375,薪資,變速箱,0.02637241127948401,經濟報酬
1376,福利,變速箱,0.11793553946965675,經濟報酬
1377,管理制度,變速箱,0.0032244357590329314,經濟報酬
1378,工作氛圍,變速箱,0.047164921823405606,人際價值
1379,同事互動,變速箱,-0.01694142025996606,人際價值
1380,主管風格,變速箱,-0.04242693724411394,人際價值
1381,工作地點,變速箱,-0.012236674386758996,組織安全與安定
1382,公司規模,變速箱,-0.008129895289686743,組織安全與安定
1383,工作環境,變速箱,-0.021729079981507207,組織安全與安定
1384,產業前景,變速箱,-0.011410329483298166,組織安全與安定
1385,輪調,變速箱,-0.005772005772005772,變化性
1386,外派,變速箱,-0.0061528361522093615,變化性
1387,出差,變速箱,-0.005317870177047524,變化性
1388,馬力,變速箱,-0.015406796395777182,產品與服務
1389,外觀,變速箱,-0.004416270186206487,產品與服務
1390,安全,變速箱,-0.004804750210112217,產品與服務
1391,配備,變速箱,-0.007505502612329913,產品與服務
1392,價錢,變速箱,-0.0032104755355392514,產品與服務
1393,科技,變速箱,-0.00619817512644547,產品與服務
1394,品質,變速箱,-0.008702715920924036,產品與服務
1395,折舊,變速箱,-0.0022675736961451183,產品與服務
1396,空間,變速箱,-0.006040669802439577,產品與服務
1397,保養,變速箱,0.19973648120508183,產品與服務
1398,尺寸,變速箱,-0.004868028377721108,產品與服務
1399,車種,變速箱,-0.0022675736961451144,產品與服務
1400,變速箱,變速箱,0.9999999999999999,產品與服務
1401,電資,變速箱,-0.01170658107044162,科系專業
1402,機械,變速箱,-0.005262656799957492,科系專業
1403,製造,變速箱,-0.01391731264976833,科系專業
1404,品管,變速箱,-0.008702715920924031,科系專業
1405,多元性,變速箱,-0.008410296941453845,公司文化與價值
1406,企業社會責任,變速箱,-0.0022675736961451157,公司文化與價值
1407,企業永續目標,變速箱,-0.002267573696145109,公司文化與價值
1408,面試,變速箱,-0.030012145252978288,招募資訊
1409,徵才,變速箱,-0.02305171221248268,招募資訊
1410,實習,變速箱,0.0685577085971646,招募資訊
1411,工作,變速箱,-0.039962947469719345,招募資訊
1412,離職,變速箱,-0.01361003395633894,招募資訊
1413,轉職,變速箱,-0.003936489274677092,招募資訊
1414,新鮮人,變速箱,-0.010487386636017188,招募資訊
1415,畢業,變速箱,-0.009042859234922856,招募資訊
1416,出路,變速箱,-0.011415257354644182,招募資訊
1417,能力,變速箱,-0.03045456318837277,招募資訊
1418,招募人員,變速箱,-0.03218185288653938,招募人員
1419,正向,變速箱,-0.0017406409738780625,情緒
1420,負向,變速箱,-0.014920908029130401,情緒
1421,成就感,電資,-0.014660624536696878,成長價值
1422,學習成長,電資,0.1429845351981031,成長價值
1423,創新,電資,0.07286464899575087,成長價值
1424,薪資,電資,0.04762366418905222,經濟報酬
1425,福利,電資,-0.0005514984435368305,經濟報酬
1426,管理制度,電資,0.026856114633459997,經濟報酬
1427,工作氛圍,電資,0.10541560412573066,人際價值
1428,同事互動,電資,0.19889464456958555,人際價值
1429,主管風格,電資,0.0039029472873249355,人際價值
1430,工作地點,電資,0.04394649234564544,組織安全與安定
1431,公司規模,電資,-0.04197141573158723,組織安全與安定
1432,工作環境,電資,0.06364743106259517,組織安全與安定
1433,產業前景,電資,0.2524036577970007,組織安全與安定
1434,輪調,電資,0.04178277749647732,變化性
1435,外派,電資,-0.011416858191946926,變化性
1436,出差,電資,0.12328743542391565,變化性
1437,馬力,電資,0.2788270688453264,產品與服務
1438,外觀,電資,-0.022799446409036042,產品與服務
1439,安全,電資,-0.024805014255333834,產品與服務
1440,配備,電資,-0.03874792468929234,產品與服務
1441,價錢,電資,-0.016574408229973765,產品與服務
1442,科技,電資,0.07048991819862065,產品與服務
1443,品質,電資,0.06299779613918513,產品與服務
1444,折舊,電資,-0.011706581070441632,產品與服務
1445,空間,電資,0.05442948275044257,產品與服務
1446,保養,電資,-0.033729532961784645,產品與服務
1447,尺寸,電資,0.06542435626839314,產品與服務
1448,車種,電資,-0.011706581070441644,產品與服務
1449,變速箱,電資,-0.011706581070441622,產品與服務
1450,電資,電資,1.0,科系專業
1451,機械,電資,0.16862501300881336,科系專業
1452,製造,電資,0.09571852200387372,科系專業
1453,品管,電資,0.06299779613918512,科系專業
1454,多元性,電資,0.0004967851021796548,公司文化與價值
1455,企業社會責任,電資,-0.011706581070441634,公司文化與價值
1456,企業永續目標,電資,-0.011706581070441624,公司文化與價值
1457,面試,電資,0.1889422497704122,招募資訊
1458,徵才,電資,0.06098860049091301,招募資訊
1459,實習,電資,0.16615835641723456,招募資訊
1460,工作,電資,0.18085135540986724,招募資訊
1461,離職,電資,-0.024231081019596853,招募資訊
1462,轉職,電資,-0.020322528394676763,招募資訊
1463,新鮮人,電資,0.1472394630756867,招募資訊
1464,畢業,電資,0.06546004807847733,招募資訊
1465,出路,電資,0.021962397513162184,招募資訊
1466,能力,電資,0.2521702054748184,招募資訊
1467,招募人員,電資,0.06942811849911287,招募人員
1468,正向,電資,0.11551267050631651,情緒
1469,負向,電資,0.279087257525351,情緒
1470,成就感,機械,-0.01833685509759282,成長價值
1471,學習成長,機械,0.08581570904488209,成長價值
1472,創新,機械,-0.008610168128022143,成長價值
1473,薪資,機械,0.11205746739952538,經濟報酬
1474,福利,機械,0.037421088430095215,經濟報酬
1475,管理制度,機械,0.02507725910737303,經濟報酬
1476,工作氛圍,機械,0.3077492806971981,人際價值
1477,同事互動,機械,0.21814311149377863,人際價值
1478,主管風格,機械,0.025019992952679045,人際價值
1479,工作地點,機械,-0.028399261192621175,組織安全與安定
1480,公司規模,機械,-0.01886811828958279,組織安全與安定
1481,工作環境,機械,0.14717556225512138,組織安全與安定
1482,產業前景,機械,0.07105856766409163,組織安全與安定
1483,輪調,機械,-0.013395853672619088,變化性
1484,外派,機械,-0.01427969687181308,變化性
1485,出差,機械,-0.012341881411001851,變化性
1486,馬力,機械,0.25699113654742756,產品與服務
1487,外觀,機械,-0.010249419617717082,產品與服務
1488,安全,機械,-0.011151016352116794,產品與服務
1489,配備,機械,-0.017419008002705707,產品與服務
1490,價錢,機械,-0.007450973230517412,產品與服務
1491,科技,機械,-0.014384920998143374,產品與服務
1492,品質,機械,-0.02019753853963289,產品與服務
1493,折舊,機械,-0.005262656799957479,產品與服務
1494,空間,機械,0.20728651250494062,產品與服務
1495,保養,機械,0.044676713349589656,產品與服務
1496,尺寸,機械,0.14475401480418548,產品與服務
1497,車種,機械,-0.005262656799957467,產品與服務
1498,變速箱,機械,-0.005262656799957492,產品與服務
1499,電資,機械,0.16862501300881336,科系專業
1500,機械,機械,0.9999999999999998,科系專業
1501,製造,機械,0.0023519227910365386,科系專業
1502,品管,機械,-0.020197538539632878,科系專業
1503,多元性,機械,0.1507576908855094,公司文化與價值
1504,企業社會責任,機械,-0.005262656799957474,公司文化與價值
1505,企業永續目標,機械,-0.0052626567999574745,公司文化與價值
1506,面試,機械,0.20522799162328334,招募資訊
1507,徵才,機械,0.12439789214352516,招募資訊
1508,實習,機械,0.015292867677649117,招募資訊
1509,工作,機械,0.17814013719872204,招募資訊
1510,離職,機械,-0.031586597546858976,招募資訊
1511,轉職,機械,-0.009135928893758522,招募資訊
1512,新鮮人,機械,-0.02433945881787424,招募資訊
1513,畢業,機械,0.15294242660369464,招募資訊
1514,出路,機械,0.01532802953113498,招募資訊
1515,能力,機械,0.13798769488859455,招募資訊
1516,招募人員,機械,0.13191060914798583,招募人員
1517,正向,機械,0.14648735513248565,情緒
1518,負向,機械,0.25647568483144356,情緒
1519,成就感,製造,-0.0068737038856179706,成長價值
1520,學習成長,製造,0.041616662852963074,成長價值
1521,創新,製造,0.0016580056473740332,成長價值
1522,薪資,製造,-0.015702902292483667,經濟報酬
1523,福利,製造,0.04436115423449786,經濟報酬
1524,管理制度,製造,0.09206621521512272,經濟報酬
1525,工作氛圍,製造,0.004376930369224583,人際價值
1526,同事互動,製造,0.04144934523840044,人際價值
1527,主管風格,製造,0.06933691840224619,人際價值
1528,工作地點,製造,-0.04982562539956049,組織安全與安定
1529,公司規模,製造,-0.04989751589939459,組織安全與安定
1530,工作環境,製造,0.004637355096326685,組織安全與安定
1531,產業前景,製造,0.16036939957601856,組織安全與安定
1532,輪調,製造,0.09759315887238261,變化性
1533,外派,製造,0.03786101540911665,變化性
1534,出差,製造,-0.03263861369121869,變化性
1535,馬力,製造,0.1524695647597042,產品與服務
1536,外觀,製造,-0.02710501230093344,產品與服務
1537,安全,製造,0.09705708890364924,產品與服務
1538,配備,製造,0.046184546935570454,產品與服務
1539,價錢,製造,-0.01970440557609662,產品與服務
1540,科技,製造,-0.03804151602190697,產品與服務
1541,品質,製造,0.0955733680316462,產品與服務
1542,折舊,製造,0.04580552415797531,產品與服務
1543,空間,製造,-0.037074821602263816,產品與服務
1544,保養,製造,0.009065420925781558,產品與服務
1545,尺寸,製造,0.018202187338504847,產品與服務
1546,車種,製造,-0.013917312649768266,產品與服務
1547,變速箱,製造,-0.013917312649768329,產品與服務
1548,電資,製造,0.09571852200387373,科系專業
1549,機械,製造,0.002351922791036539,科系專業
1550,製造,製造,1.0,科系專業
1551,品管,製造,0.14141539588838803,科系專業
1552,多元性,製造,-0.004985127626180505,公司文化與價值
1553,企業社會責任,製造,-0.013917312649768598,公司文化與價值
1554,企業永續目標,製造,-0.013917312649768252,公司文化與價值
1555,面試,製造,0.04750919940632543,招募資訊
1556,徵才,製造,0.05527463761296345,招募資訊
1557,實習,製造,0.053366545424610765,招募資訊
1558,工作,製造,0.07620512285064633,招募資訊
1559,離職,製造,0.03052274673925308,招募資訊
1560,轉職,製造,0.14863691508966492,招募資訊
1561,新鮮人,製造,-0.001995710436916153,招募資訊
1562,畢業,製造,0.004041325045349787,招募資訊
1563,出路,製造,0.0416093640738587,招募資訊
1564,能力,製造,0.09933156265259453,招募資訊
1565,招募人員,製造,0.013544775931780138,招募人員
1566,正向,製造,0.07354288717514454,情緒
1567,負向,製造,0.15227512697007142,情緒
1568,成就感,品管,-0.030323170760211,成長價值
1569,學習成長,品管,0.0014826539227692655,成長價值
1570,創新,品管,0.14309598620686548,成長價值
1571,薪資,品管,0.1180329858645955,經濟報酬
1572,福利,品管,0.14003071649651022,經濟報酬
1573,管理制度,品管,0.1345721368593409,經濟報酬
1574,工作氛圍,品管,-0.028843565556667974,人際價值
1575,同事互動,品管,0.030775867418636207,人際價值
1576,主管風格,品管,0.0050717617532925734,人際價值
1577,工作地點,品管,0.014088931422936376,組織安全與安定
1578,公司規模,品管,-0.0046802559907939256,組織安全與安定
1579,工作環境,品管,0.0603867094047031,組織安全與安定
1580,產業前景,品管,-0.011531808413932712,組織安全與安定
1581,輪調,品管,-0.02215236779871564,變化性
1582,外派,品管,-0.023613955847035278,變化性
1583,出差,品管,-0.020409441833742506,變化性
1584,馬力,品管,0.06011568172279707,產品與服務
1585,外觀,品管,-0.016949193283525125,產品與服務
1586,安全,品管,0.15621432785731496,產品與服務
1587,配備,品管,0.01363453298264158,產品與服務
1588,價錢,品管,-0.012321476741581622,產品與服務
1589,科技,品管,0.03462470052527106,產品與服務
1590,品質,品管,0.7785571142284573,產品與服務
1591,折舊,品管,-0.008702715920924003,產品與服務
1592,空間,品管,-0.023183472868866555,產品與服務
1593,保養,品管,-0.02507466029112636,產品與服務
1594,尺寸,品管,-0.018682995017239783,產品與服務
1595,車種,品管,0.18362730593149637,產品與服務
1596,變速箱,品管,-0.008702715920924031,產品與服務
1597,電資,品管,0.06299779613918512,科系專業
1598,機械,品管,-0.020197538539632878,科系專業
1599,製造,品管,0.14141539588838806,科系專業
1600,品管,品管,1.0,科系專業
1601,多元性,品管,-0.03227785946561111,公司文化與價值
1602,企業社會責任,品管,-0.008702715920923993,公司文化與價值
1603,企業永續目標,品管,-0.008702715920924064,公司文化與價值
1604,面試,品管,-0.046703828410661286,招募資訊
1605,徵才,品管,0.047306935834478224,招募資訊
1606,實習,品管,0.007452304722356444,招募資訊
1607,工作,品管,0.005900721103696947,招募資訊
1608,離職,品管,0.026473099504833512,招募資訊
1609,轉職,品管,0.09618660181188374,招募資訊
1610,新鮮人,品管,-0.0402495172709537,招募資訊
1611,畢業,品管,-0.03470556885018711,招募資訊
1612,出路,品管,-0.0438105901874729,招募資訊
1613,能力,品管,0.006357104411774411,招募資訊
1614,招募人員,品管,-0.004833025820409523,招募人員
1615,正向,品管,0.07228816425904164,情緒
1616,負向,品管,0.060756682271064226,情緒
1617,成就感,多元性,0.061590410173307,成長價值
1618,學習成長,多元性,0.1371428202034175,成長價值
1619,創新,多元性,-0.01375998348839568,成長價值
1620,薪資,多元性,0.10636806175357762,經濟報酬
1621,福利,多元性,0.039928594297031515,經濟報酬
1622,管理制度,多元性,0.15402378533015326,經濟報酬
1623,工作氛圍,多元性,0.08153426901419197,人際價值
1624,同事互動,多元性,-0.019524084879753087,人際價值
1625,主管風格,多元性,0.05960362656194312,人際價值
1626,工作地點,多元性,-0.02468312605120909,組織安全與安定
1627,公司規模,多元性,0.2935979363271422,組織安全與安定
1628,工作環境,多元性,-0.0008122361379329642,組織安全與安定
1629,產業前景,多元性,0.039721627164182816,組織安全與安定
