,item1,item2,value,class
109,面試,實習,0.47000000000000014,招募資訊
110,學經歷,實習,0.6614378277661473,招募資訊
111,徵才,實習,-0.04999999999999998,招募資訊
112,實習,實習,0.9999999999999999,招募資訊
113,工作,實習,-0.10122204127236448,招募資訊
114,招募人員,實習,-0.04999999999999998,招募資訊
115,正向,實習,0.5477225575051659,情緒
116,負向,實習,0.5200216680209273,情緒
117,學習成長,工作,0.3239105320715664,成長價值
118,福利,工作,0.3239105320715661,經濟報酬
119,工作氛圍,工作,0.1899093830501584,人際價值
120,主管風格,工作,0.22406453988256794,人際價值
121,產業前景,工作,-0.14686837386151166,組織文化與制度
122,面試,工作,0.10122204127236452,招募資訊
123,學經歷,工作,-0.26780834840499246,招募資訊
124,徵才,工作,-0.10122204127236444,招募資訊
125,實習,工作,-0.10122204127236448,招募資訊
126,工作,工作,1.0,招募資訊
127,招募人員,工作,-0.10122204127236448,招募資訊
128,正向,工作,0.07392212709545726,情緒
129,負向,工作,0.13159413685734533,情緒
130,學習成長,招募人員,-0.04999999999999999,成長價值
131,福利,招募人員,-0.04999999999999999,經濟報酬
132,工作氛圍,招募人員,-0.08528028654224416,人際價值
133,主管風格,招募人員,-0.07905694150420949,人際價值
134,產業前景,招募人員,-0.07254762501100118,組織文化與制度
135,面試,招募人員,-0.16,招募資訊
136,學經歷,招募人員,-0.1322875655532295,招募資訊
137,徵才,招募人員,-0.04999999999999998,招募資訊
138,實習,招募人員,-0.04999999999999998,招募資訊
139,工作,招募人員,-0.10122204127236448,招募資訊
140,招募人員,招募人員,0.9999999999999999,招募資訊
141,正向,招募人員,-0.19778870132130996,情緒
142,負向,招募人員,0.06500270850261591,情緒
143,學習成長,正向,0.4412209491013837,成長價值
144,福利,正向,-0.09128709291752764,經濟報酬
145,工作氛圍,正向,0.5708992257184502,人際價值
146,主管風格,正向,0.5773502691896258,人際價值
147,產業前景,正向,0.2538687017708,組織文化與制度
148,面試,正向,0.5811944915749264,招募資訊
149,學經歷,正向,0.60380736442456,招募資訊
150,徵才,正向,-0.09128709291752764,招募資訊
151,實習,正向,0.5477225575051659,招募資訊
152,工作,正向,0.07392212709545726,招募資訊
153,招募人員,正向,-0.19778870132130996,招募資訊
154,正向,正向,1.0,情緒
155,負向,正向,0.5109754361667981,情緒
156,學習成長,負向,0.29251218826177167,成長價值
157,福利,負向,-0.1625067712565397,經濟報酬
158,工作氛圍,負向,0.5959208327659438,人際價值
159,主管風格,負向,0.25694576618532444,人際價值
160,產業前景,負向,-0.07073688181720794,組織文化與制度
161,面試,負向,0.39001625101569565,招募資訊
162,學經歷,負向,0.4299525031088638,招募資訊
163,徵才,負向,-0.1625067712565397,招募資訊
164,實習,負向,0.5200216680209273,招募資訊
165,工作,負向,0.13159413685734536,招募資訊
166,招募人員,負向,0.06500270850261591,招募資訊
167,正向,負向,0.5109754361667981,情緒
168,負向,負向,1.0,情緒
