,item1,item2,value,class
178,福利,新鮮人,-0.038461538461538505,經濟報酬
179,工作氛圍,新鮮人,-0.038461538461538526,人際價值
180,同事互動,新鮮人,-0.038461538461538484,人際價值
181,主管風格,新鮮人,-0.08717370924267585,人際價值
182,工作環境,新鮮人,-0.05547001962252297,組織文化與制度
183,面試,新鮮人,-0.12914337866585932,招募資訊
184,學經歷,新鮮人,-0.038461538461538526,招募資訊
185,徵才,新鮮人,-0.03846153846153852,招募資訊
186,工作,新鮮人,-0.038461538461538526,招募資訊
187,新鮮人,新鮮人,1.0,招募資訊
188,畢業,新鮮人,-0.0384615384615385,招募資訊
189,招募人員,新鮮人,-0.0693375245281537,招募資訊
190,正向,新鮮人,-0.07479575920067665,情緒
191,負向,新鮮人,-0.1345672723702747,情緒
192,學習成長,畢業,-0.03846153846153848,成長價值
193,薪資,畢業,-0.03846153846153848,經濟報酬
194,福利,畢業,-0.03846153846153848,經濟報酬
195,工作氛圍,畢業,-0.03846153846153848,人際價值
196,同事互動,畢業,-0.03846153846153848,人際價值
197,主管風格,畢業,-0.0871737092426757,人際價值
198,工作環境,畢業,-0.055470019622522904,組織文化與制度
199,面試,畢業,-0.12914337866585918,招募資訊
200,學經歷,畢業,-0.038461538461538484,招募資訊
201,徵才,畢業,-0.03846153846153848,招募資訊
202,工作,畢業,-0.03846153846153848,招募資訊
203,新鮮人,畢業,-0.03846153846153849,招募資訊
204,畢業,畢業,1.0,招募資訊
205,招募人員,畢業,-0.06933752452815364,招募資訊
206,正向,畢業,0.261785157202368,情緒
207,負向,畢業,-0.13456727237027472,情緒
208,學習成長,招募人員,-0.06933752452815369,成長價值
209,薪資,招募人員,-0.06933752452815369,經濟報酬
210,福利,招募人員,-0.06933752452815366,經濟報酬
211,工作氛圍,招募人員,-0.0693375245281537,人際價值
212,同事互動,招募人員,-0.06933752452815366,人際價值
213,主管風格,招募人員,0.0449013255066937,人際價值
214,工作環境,招募人員,-0.10000000000000003,組織文化與制度
215,面試,招募人員,0.515522331559248,招募資訊
216,學經歷,招募人員,0.5547001962252291,招募資訊
217,徵才,招募人員,-0.06933752452815369,招募資訊
218,工作,招募人員,-0.0693375245281537,招募資訊
219,新鮮人,招募人員,-0.0693375245281537,招募資訊
220,畢業,招募人員,-0.06933752452815366,招募資訊
221,招募人員,招募人員,1.0,招募資訊
222,正向,招募人員,0.2696799449852968,情緒
223,負向,招募人員,0.25362162754995776,情緒
224,學習成長,正向,-0.07479575920067662,成長價值
225,薪資,正向,-0.07479575920067662,經濟報酬
226,福利,正向,-0.24308621740219885,經濟報酬
227,工作氛圍,正向,0.09349469900084577,人際價值
228,同事互動,正向,-0.07479575920067658,人際價值
229,主管風格,正向,-0.22401625935962333,人際價值
230,工作環境,正向,0.013483997249264863,組織文化與制度
231,面試,正向,-0.008969421549263881,招募資訊
232,學經歷,正向,-0.24308621740219893,招募資訊
233,徵才,正向,-0.0747957592006766,招募資訊
234,工作,正向,0.09349469900084577,招募資訊
235,新鮮人,正向,-0.07479575920067665,招募資訊
236,畢業,正向,0.261785157202368,招募資訊
237,招募人員,正向,0.2696799449852968,招募資訊
238,正向,正向,1.0,情緒
239,負向,正向,0.05947536223022091,情緒
240,學習成長,負向,0.03058347099324426,成長價值
241,薪資,負向,0.03058347099324426,經濟報酬
242,福利,負向,0.030583470993244252,經濟報酬
243,工作氛圍,負向,0.5260357010838014,人際價值
244,同事互動,負向,-0.13456727237027472,人際價值
245,主管風格,負向,0.22973945764910247,人際價值
246,工作環境,負向,0.6395675825172848,組織文化與制度
247,面試,負向,0.3403472220170553,招募資訊
248,學經歷,負向,0.36088495772028245,招募資訊
249,徵才,負向,0.3608849577202823,招募資訊
250,工作,負向,0.5260357010838014,招募資訊
251,新鮮人,負向,-0.13456727237027466,招募資訊
252,畢業,負向,-0.13456727237027472,招募資訊
253,招募人員,負向,0.2536216275499578,招募資訊
254,正向,負向,0.05947536223022091,情緒
255,負向,負向,1.0,情緒
